gene_name	C1	C2	C3	P1	P2	P3
AP001020.2	0.187039446	0	0.035454374	0.07241536	0.307419304	0
NBEAP5	0.086637319	0	0	0.251572842	0.237329477	0
AL672291.1	0.129955978	0	0	0	0	0
AP000344.2	0	0.138520954	0.378730589	0	0	0
CDC37P2	0.116695164	0.539365684	0	0.338853216	0.053278046	0.055552863
AL078459.1	0.050358282	0.034913438	0.047728472	0.073113852	0.137948692	0.047946233
CDX1	0	0.218876114	0	0.327399022	0	0.032205012
C4orf45	0.040403541	0.112047232	0.038293587	0.078214437	0.1475723	0
RNU6-233P	0	0	0	0	0	0.405417704
BTBD18	0.075332073	0.052227788	0.196344724	0	0.051590128	0.053792876
AC026369.3	0.102456761	0.094711142	0	0	0	0.8779438
AC015909.5	0	0.073478458	0.100448846	0	0.096775127	0.050453571
AL356752.1	0.101247322	0	0.287879954	0	0	0.289193405
NUFIP1P1	0.081189536	0.112577543	0.192374141	0.11787693	0.074135374	0
AC025442.1	0	0	0	0	0	0.118843859
B3GNT3	0.10841398	0	0.041100954	0.650600621	0.178189954	0.061932715
MIR5006	0	0	0	0	0	0
COX6B2	0.112977859	0.014919551	0	0.031243724	0.05894958	0.12293311
AC004678.1	0.258513077	0	0	0.062554711	0.059013035	0
AC125612.1	0	0	0	0.154146755	0	0.151628372
INHCAP	0.155408961	0.191546951	0.073646597	0.02507046	0.118255197	0
AL023581.2	0	0	0	0	0	0
NRXN2	0.085122394	0.220324255	0.021513902	0.05492753	0.015545305	0.102657281
AC106791.1	0.013714992	0.088747073	0.194981512	0.022124924	0.100186905	0.03046884
AC138932.4	0	0	1.566172596	0	0	0
AC025048.3	0.105517859	0.097540824	0.100007506	0	0	0
RNU6-1020P	0	0	0	0.543115201	0	0
AP004609.1	0.072952202	0.101155642	0	0.070611575	0.099920612	0.034728977
AC009242.1	0.042672112	0.059169221	0.080887379	0	0.136375894	0.06094232
AC007163.1	0.068460276	0	0.129770287	0.198791311	0.062512097	0
LINC02809	0.159075562	0.063021267	0.107691656	0.04399192	0.083002436	0
Y_RNA	0	0	0	0	0	0
AC126124.1	0.324538714	0	0	0	0	0
AP000757.2	0.215582269	0	0	0.104332723	0	0.5131409
UBE2L5	0.018095136	0.016727164	0	0	0	0.051685259
SNORD18	0	0	0	0	0	0
LINC01239	0.100906995	0.171010649	0.015939572	0.048834728	0.153566132	0
AL358472.1	0.182491374	0.168695225	0	0	0.166635591	0.347500889
AC011491.3	0	0	0	0.415837756	0	0.20452199
AC024270.1	0	0	0.140852156	0	0.271401531	0.424484379
RNF151	0.061390247	0.170247635	0	0.118841158	0.280281745	0.058449792
AC090971.5	0	0	0	0	0	0
SNORD15A	0	0	0	0	0	0
KDM5C-IT1	0.079522731	0	0	0	0.363066949	0.22714131
LRRC3-DT	0.076581202	0.070791746	0.072581978	0.222372423	0.069927435	0.145826266
RN7SL269P	0.393702702	0	0	0.57160649	0	0
AADACL2-AS1	0.094550649	0	0	0.09151705	0.086335605	0.180043768
FTLP12	0.133718624	0.123609641	0.38020671	0	0	0
RPS26P2	0	0	0	0	0	0
DACT3-AS1	0.032898445	0.030411358	0.155902112	0.031842919	0	0.313226829
TAF7L	0.154855429	0.143148527	0.125801631	0.128474561	0.141400798	0.0631878
LINC02099	0.043342113	0.080130993	0.020539351	0.073415139	0.009894082	0.381711634
SSU72P2	0	0	0	0	0	0.293148186
GALNT4	0.044597706	0.082452336	0.179642081	0.043166816	0.101807074	0.063692364
FOXI1	0.181076103	0.023912421	0	0	0	0.197031956
IGLV4-60	0	0	0	0	0	0
AL590068.2	0.158835085	0	0	0.307477918	0	0.151227239
HIF3A	0.107585107	0.351396325	0.074775652	0.027768881	0.065491709	0.068288014
AC004223.2	0	0.306070196	0	0	0	0.525403459
AC016831.5	0.090149643	0.083334428	0	0	0.082316981	0.057221117
AC113418.1	0.063940002	0.059106208	0	0	0	0
UBBP4	0.033079704	0.030578914	0.031352215	0.064036723	0.09061671	0.03149526
LINC02641	0.067752111	0.041753417	0.06421396	0.054648605	0.051554551	0.172018496
AC079448.1	0	0	0	0	0	0.459763241
AC010333.1	0.319927151	0.098580336	0	0	0.194753497	0
AC023787.2	0.029216381	0	0	0.028278991	0	0.305986793
RNA5SP185	0	0	0.998320544	0	0	0
HSPE1P8	0	0	0	0	0	0
RIMKLBP1	0.051580466	0.047681039	0.342207815	0	0.094197782	0.245549383
RN7SL220P	0	0	0	0	0	0
USF1P1	0	0	0	0.220963218	0	0
DSCR4-IT1	0	0	0	0	0	0
KANSL1	0.085666562	0.055899009	0.033432364	0.048775296	0.062118593	0.064770876
MIR4762	0	0	0	1.549688706	0	0
AL365436.2	0	0	0.324549074	0.110481609	0.104226444	0
AC073476.3	0.119744041	0	0.181585229	0	0.087472053	0
OACYLP	0	0.087651183	0	0.018355441	0.259743095	0.018055558
LINC01827	0.108179571	0	0	0	0	0.823984091
IGLV2-5	0	0	0	0	0.197917362	0
Y_RNA	1.062648886	0	0	0	0	0
PRELID1P1	0.066489105	0.061462601	0.063016911	0.064355843	0	0.063304426
AL355598.2	0	0	0	0	0	0
TXNP6	0	0.179034609	0	0	0	0.184399666
AC092681.1	0	0	0.391094646	0	0.188395565	0
MIR3197	0	0	0	0.796072965	0	0
AL035404.1	0.528518152	0.195425102	0.200367151	0	0	0
AL136307.1	0	0	0	0.141394955	0.13338956	0
AC008267.2	0.06120251	0.056575667	0	0	0.223539691	0.466168369
SUSD2	0.11896109	0.087974209	0	0.080601008	0.054312571	0.124589431
RNA5SP154	0	0.500006567	0	0	0	0
GFI1B	0.019672235	0.072740143	0.074579647	0.15232851	0	0.103014885
REP15	0.052208402	0.048261503	0.049481975	0.151599982	0.238361345	0.149123208
MUSTN1	0.171053168	0	0	0.165565033	0.390477986	0.325720207
RNU6-1272P	0	0.518698401	0	0	1.024731015	0
AL391422.1	0.137705647	0	0	0	0.754446458	0.131109854
SNORD115-12	0	0	0	0	0	0
ENKUR	0.117840357	0.163397632	0.027921625	0.057029761	0.013450223	0
AC103982.1	0.21029654	0	0	0	0.096012451	0
AL034417.3	0.057564393	0.212850351	0.109116531	0.055717475	0.105125809	0
AC068775.1	0	0	0.057018308	0	0	0.057278453
EN2	0.035369462	0.016347785	0.100567195	0.102703964	0.096889147	0
KIAA1755	0.052091923	0.027516474	0.035265413	0.129652935	0.05436104	0.09210841
FAM53A	0.028327276	0.130928825	0.120815862	0.054836826	0.232794519	0.107881852
RNU5A-3P	0	0	0	0	0	0.501437687
PKD1L3	0.092386477	0.06405162	0.032835702	0.100600104	0.010544934	0.142937229
DLGAP1-AS4	0	0.021807752	0.044718484	0	0.06462449	0
LINC01152	0.072093734	0.066643527	0.054663085	0.055824521	0.039497917	0.041184363
AL442663.2	0.117494446	0	0.111358652	0	0	0.111866725
LINC02634	0	0	0	0.458789419	0	0.150431306
AC023906.2	0.129955978	0.120131448	0	0	0.237329477	0.247462755
AC112198.2	0.051491991	0.039666044	0.048802977	0.157826358	0.250763221	0.02451282
DDX50P2	0.054755734	0.05061626	0.1297407	0.105997859	0.074997414	0
AL096803.2	0.116728529	0.038083757	0.097617116	0.046522562	0.056428177	0.104599993
RNU6-495P	0	0	0	0	1.537096522	0
AC073592.3	0.032737002	0.090786361	0.062054821	0	0	0.093506919
RN7SKP160	0	0.326474876	0	0	0.161244439	0
ADGRF5P1	0.120966411	0	0.076432869	0.078056852	0	0.268735577
RNU6-624P	0	0	0	0	0	0
AC008147.4	0.149600487	0.230484755	0.283576101	0.19306753	0.045534144	0.094956638
AP000781.2	0.133897551	0.074265025	0.025381031	0.103681225	0.02445277	0.101987326
AL513548.1	0	0.160964991	0	0	0.031799947	0.099473137
AC107222.1	0	0	0.089331666	0	0	1.34608861
RNU6-1329P	0	0	0	0	0	0
RNU6-49P	0	0	0	0	0	0
SPDYC	0	0.056004772	0.057421061	0.058641096	0.110641997	0
RNU6-836P	0	0	0	0	0	0
MIR933	0	0	0	0	0	0
AC010522.1	0	0	0.343684122	0	0.141906236	0.04932174
Y_RNA	0	1.000013134	0	0	0	0
AC133134.1	0.167241398	0	0	0.161875561	0	0
PA2G4P2	0.150099155	0	0.189680903	0.096855544	0.228429622	0.238182901
AL592211.2	0	0	0.138453214	0	0.400168681	0
DRAXIN	0.032608099	0.052750184	0.038631549	0.094685664	0.081881087	0.093138731
AKR1D1	0.211159421	0.260261331	0.100066127	0.119224292	0.048203203	0
AC099518.4	0	0.084219619	0	0.088184107	0.041595682	0
COL26A1	0.367866359	0.375851437	0.073401188	0.037480378	0	0.05530206
TPSG1	0	0.132671065	0	0	0.043683752	0.091097843
GJC3	0	0	0	0.259666338	0	0.102169609
LINC02709	0.045622844	0.063260709	0.108100819	0.154556719	0.124976693	0.19546925
LINC01644	0	0.0509181	0.052205753	0	0	0.209775766
AC099508.2	0	0	0	0	0.214992585	0
AF165147.1	0.038172933	0.011762367	0.084418755	0.036948178	0.052284411	0.181722676
RRM1-AS1	0	0	0	0	0	0
KF455155.1	0	0	0	0	0	0
NPIPA1	0.048905508	0.256180394	0.139054694	0	0.007442725	0.007760507
AC097382.2	0.055850848	0.20651434	0.119101963	0.040544181	0.063747801	0.146233223
LKAAEAR1	0.069170118	0	0.131115832	0.133901674	0	0
GALNT14	0.02764257	0.127764109	0.01309951	0.066889188	0.11358379	0.013159276
RPS29P12	0.394997777	0	0	0	0	0
FAM66A	0.098264586	0.18167178	0	0.047555914	0.044863428	0
MIR766	0.540897856	0	0	0	0	0
MIR193B	0	0	0	0	0	0
PODN	0.134782915	0.067960076	0.081291816	0.011859863	0.111883896	0.023332203
SNORA75	0	1.125014776	0	0	0	0
AL592546.2	0.173525035	0	0	0.167957591	0.158448293	0.24782036
AL138785.1	0	0	0	0	0.165628729	0
HIPK4	0.049092119	0.022690404	0.093056862	0.071275543	0.08965349	0.233703583
INTS6P1	0.094924367	0.043874094	0	0.022969694	0.043338426	0.045188851
LINC02397	0.03955182	0.109685235	0.010710384	0.054689748	0.046434028	0.182907253
AC074044.1	0	0.314006953	0	0.164394134	0	0.161708335
AL158827.1	0.460662369	0	0	0	0	0.292398447
HIST1H2AJ	0	0	0	0	0	0
IGKV1-33	0	0.13183071	0	0.138036405	0	0
XKR9	0.106913669	0.042356191	0.115806199	0	0.055785408	0
AC099524.1	0.062088585	0.028697378	0.029423098	0	0	0.088672021
ZNF492	0.042420863	0.10457038	0.147420391	0.054746422	0.142028781	0.067314998
DHX33-DT	0	0	0	0	0	0
AC008985.1	0	0.024788177	0.127075192	0	0	0
GLS2	0.072494158	0.040208207	0.068708369	0.084201874	0	0.1380437
MTRNR2L4	0.213158563	0.098522004	0.168355831	0.068773167	0.097319129	0.033824791
AC092295.1	0	0.255763728	0.131115832	0	0	0.131714047
RNU2-42P	0	0	0	0	0	0
BRWD1-AS1	0	0	0	0	0.079338798	0
AL513175.1	0.153947851	0.071154781	0.145908387	0.149008529	0	0.21986114
HOXA9	0.118772823	0.036597909	0.018761712	0	0.090377694	0.018847312
TBX1	0.033541711	0.015502997	0.127160382	0.048698318	0.091882306	0.12774055
AF129075.2	0	0	0.089472124	0	0.086199857	0.449401701
MIR4713	0	0	1.517447226	0	0	0
MORF4L1P3	0.063199644	0.05842182	0	0	0.057708536	0.120345045
AL049634.2	0.046796307	0.043258557	0	0	0	0.356438948
MDH1B	0.020767783	0.364757471	0.275565477	0.080405848	0.094816861	0.098865265
AP005131.5	0	0	0	0	0	0.11478694
KIR3DX1	0.093720448	0	0.066619634	0.045356743	0.032091576	0.011153931
XKR7	0.046814551	0.021637711	0.044369802	0.083072981	0.021373532	0.156002836
PPP1R36	0.039037492	0.0360863	0.055498314	0.17003249	0.106937144	0.037167683
AC105206.3	0.097230222	0	0	0.09411065	0.26634709	0
AC091814.1	0.083504398	0	0.158287263	0	0.457494653	0
AL590068.4	0	0	0	0.116459572	0.10986595	0.343670719
AL353593.1	0.053933223	0.077553669	0.028398179	0.052202808	0.021887657	0.142638727
BX323043.1	0.170084028	0.157225861	0.03224038	0.098776192	0.248490014	0
AC021739.4	0	0.390163297	0	0	0	0
AL121772.2	0	0.373742282	0	0	0.553768781	0.192471031
HTR1B	0.059415796	0.027462013	0.197095446	0.287547385	0.542534481	0
AL512430.2	0	0	0.335718413	0	0	0.843125314
RNU4-18P	0	0.372488114	0	0	0	0
RPL22P21	0.353174483	0	0	0	0	0
IGLVI-63	0.46905986	0	0	0	0	0
AC008691.1	0.084902767	0.057830471	0.021176046	0.051902346	0.032642518	0.11061784
AL035691.1	0	0	0	0	0.184279359	0
AC106800.3	0	0	0	0	0.711988432	0
AC092794.2	0.213284767	0.098580336	0.101073305	0.206441657	0	0.101534452
BRINP2	0.013365909	0.049421842	0.076007486	0.051748287	0.122046103	0.012725712
LINC02798	0.101396938	0.08201501	0	0.04907184	0.162027344	0.120675314
ETF1P2	0.037856029	0.104982463	0.071758223	0	0	0.216256859
LINC00598	0.167853475	0.14952161	0.092560193	0.0324936	0.008360155	0.014528515
MTND3P23	0.173024963	0	0	0	0	0.329474907
AC002059.3	0.036431834	0.10103288	0	0.070525882	0.299398048	0.03468683
SHROOM3	0.099856261	0.096320594	0.05349306	0.126068392	0.13082382	0.016534499
GTF2IRD2P1	0.068072179	0	0.064517314	0.082360157	0.139854871	0.048608755
AC127526.5	0.098668302	0.091209086	0.046757823	0.191005181	0.360381984	0
AL021396.1	0.035837443	0.022085447	0.02264396	0.127187941	0.010907901	0.034120909
AC233279.1	0.141937735	0	0.269050927	0	0	0
CPB2	0.03482579	0.064385996	0	0	0	0.099473137
MIR6740	0	0	0	0	0	0
C1orf226	0.111365012	0.11581418	0.092355645	0.094317942	0.025422263	0.026507719
RPL10P17	0.379997861	0	0	0	0	0.361796812
AC025588.1	0.086930013	0.026786066	0.137317256	0.056093944	0.079377089	0
MIR1343	0	0	0	0	0	0
AC133919.3	0.066562818	0	0	0	0	0
ATP5PBP1	0	0.292622472	0.600045037	0.306397152	0.096349928	0
HMGCLL1	0.037524789	0.543444637	0.071130339	0.084748601	0	0.011909145
AC067945.4	0.064489433	0	0.061121666	0	0.029443131	0.153501333
AL356608.2	0.368341485	0	0	0	0	0
Y_RNA	0	0	0	0	0.485160259	0
AK4P4	0.185881307	0.257743323	0.088087107	0	0.084865494	0
RN7SL663P	0	0.185621167	0.190315288	0	0.366709761	0
AC104073.1	0	0	0	0	0	0
AL359397.1	0	0.110779898	0	0	0.328282092	0.228199187
TUBB8	0.221548568	0	0.038177974	0.019494574	0	0.038352161
AC092723.2	0	0	0	0	0	0
MIR4294	0	0	0	0	0	1.504313061
AC005229.5	0.036520476	0.13503827	0.415359642	0	0.10004217	0
ZBED6	0.048104849	0.075595897	0.118541066	0.004656143	0.131775761	0.036640587
NDUFB4P3	0.153947851	0	0	0	0	0
COLEC10	0.067898968	0.282446458	0.016088287	0.279312002	0.046499669	0.048485069
Z98745.1	0.044539809	0	0	0	0.081339925	0
CYCSP51	0.188803969	0	0	0	0	0.17976068
AC098934.4	0	0	0	0	0	0
DAPK1-IT1	0.171053168	0.079060867	0	0.082782516	0	0.651440414
AC092960.3	0.171053168	0	0	0	0	0.325720207
PTPN2P1	0	0.051773068	0.106164685	0.054210193	0.204563841	0.10664906
LINC02755	0	0	0.101343314	0	0.292910646	0
MIR3121	0	0	0	0	0	0
AC069366.1	0.214939124	0.19868996	0.067904858	0.069347645	0.065421371	0.068214673
AC104333.3	0.125343762	0	0	0	0	0.238680152
FO393418.1	0	0	0	0	0	0.336258214
AC109630.1	0.055954951	0.034483212	0	0.054159671	0	0
GOLGA2P8	0.693654632	0	0	0	0	0
HAP1	0.048240127	0.098105097	0.009144186	0.177431014	0.167385357	0.02755772
PRICKLE1	0.109521456	0.128239554	0.048440946	0.106007527	0.106672717	0.041710249
MTCO2P11	0.176587241	0	0	0	0	0.168129107
AC008814.1	0	0	0	0	0	0
AC011825.4	0.126933746	0	0.120305013	0	0.231810187	0.120853903
AL136372.2	0	0	0	0.371991421	0	0
AL133338.2	0.081575628	0	0	0	0	0
TMEM185AP1	0	0.203299373	0	0.106434664	0	0
SLC31A1P1	0	0.097884883	0	0.307477918	0.096689787	0
AC034102.3	0	0	0	0	0	0.381092642
LINC01281	0	0.119202597	0	0.024962769	0.023549446	0.270104321
RYR1	0.067692698	0.062575203	0.053464708	0.069160865	0.034339561	0.211253986
AL009183.1	0	0	0	0.491098533	0	0
C1QTNF2	0.07470717	0.115098982	0.094407749	0.072310236	0.113693715	0.047419242
PRKCA-AS1	0.113410771	0.10483704	0.107488234	0.043908822	0	0.02159573
Y_RNA	0	0	0	0	0.970320518	0
MED12L	0.099915437	0.048380063	0.054112945	0.013815673	0.05647836	0.07247978
AC083822.1	0	0	0	0	0	0
AL135924.1	0	0.262414794	0	0.13738375	0.129605459	0.135139235
SLC30A10	0.041621949	0.019237688	0.157793472	0.040286535	0.057008433	0
AC092139.2	0.124048889	0.057335464	0.058785404	0	0	0
AC015909.2	0.329285167	0	0	0.42496034	0	0.104504381
RNU6-517P	0	0	0	0	0	0
SPDYE16	0.083134398	0.030739811	0	0.064373665	0.015182251	0.063321957
AC007998.5	0	0	0	0.245203909	0	0
AL365203.1	0	0.566333969	0	0	0	0
MYO1H	0.062645724	0.115819551	0.083123935	0.060635775	0.045762195	0.047716107
RN7SKP272	0	0	0	0	0	0
HADHAP2	0.026275563	0.048578319	0.049806802	0.101730112	0.023992608	0.050034045
TNFSF18	0.11960092	0.05527961	0	0.086822699	0	0.028468076
RPL36AP13	0	0	0	0.733291186	0	0
PRSS3P4	0.370615198	0	0	0	0.338414255	0
ZNRF3-AS1	0.083004141	0.025576373	0.052446333	0.107121339	0.075792317	0.105371237
AC104964.4	0.104964444	0	0.079586393	0.142235414	0.057506758	0.019987376
AC006483.1	0	0	0.545408348	0	0.175153704	0
AF274858.1	0.149926163	0.117270077	0.065583101	0.078139317	0.136899812	0.076862711
ZNF852	0.067008551	0.086719889	0.063509231	0.077830348	0.024474602	0.025519597
AC093525.6	0.060009657	0.027736496	0	0.66796927	0.027397856	0.028567664
KHDRBS2	0.128895797	0	0	0.024952051	0	0.098177581
CPNE4	0.084076079	0.025906673	0.070831518	0.063294427	0.051180746	0.008894336
OR2AE1	0.112118883	0	0.265659528	0.108521618	0.102377422	0
CYP4F11	0.029818556	0.220514443	0.042392057	0.317480303	0.054455534	0.04258547
RNU2-52P	0	0.876327299	0	0	0	0
CTTNBP2	0.060306735	0.007963944	0.089818766	0.041694164	0.110133955	0.090228564
PCDHB18P	0.018780001	0.121521771	0.053397815	0.145419647	0.085741491	0.035760961
TRBV6-8	0.17606939	0	0	0	0	0
RPL7P50	0	0	0	0.0799358	0	0.157259687
TIGD5	0.178093176	0.082314763	0.052747748	0.043094792	0.060982324	0.116574501
SPATA45	0	0.109685235	0	0	0	0
AC114811.2	0.095689208	0.127768634	0.120922835	0.08232807	0.087375241	0.030368636
AC096734.1	0	0	0	0.103037813	0.097204094	0.050677213
ANKRD20A18P	0.244063667	0	0.115659087	0	0	0
MIPOL1	0.071158118	0.109631069	0.101163148	0.134880313	0.119121818	0.014114542
TRBV3-1	0	0	0	0	0	0
BPIFB1	0.019913652	0	0	0.019274735	1.363758937	0
AP003108.1	0.111528784	0	0.035234843	0.143933936	0.169730988	0.106186804
LARP1BP2	0	0	0	0	0	0.110142382
AL451067.1	0	0.054680521	0	0	0.270064578	0.05631911
RAB3C	0.068645285	0.011537414	0.00591459	0.289932405	0.028491378	0.130714657
AP003355.3	0	0	0	0	0	0
RNA5SP320	0	0	0	0	0	0
ISM1	0.233163736	0.053884203	0.073662487	0.056420705	0.070968426	0.166496785
IGKV2OR22-4	0	0	0	0	0	0
SNORD83	0	0	1.478033013	0	0	0
AL133480.1	0.188212107	0	0	0.091086719	0	0.179197167
AC083902.1	0	0.154598131	0.158507719	0.161875561	0	0
CACNG8	0.034320145	0.082486507	0	0.112944615	0.075211765	0.098028861
AL591848.1	0	0	0	0	0	0
HOXA3	0.055773026	0.09022413	0.105720894	0	0.012731795	0.013275406
IL17A	0	0	0	0	0	0.152762951
MICD	0	0.341332896	0	0	0.067433099	0
LINC01829	0.013865973	0.038453161	0.144560504	0.080526549	0.037983678	0.118816413
AC097724.1	0.140938174	0	0	0	0	0.13418755
RPL7AP50	0.075521587	0.069812238	0.071577699	0.292394095	0	0.071904272
DRP2	0.066001827	0.033895645	0.013901129	0.042589466	0.127230863	0.020946829
AC007950.1	0.193676329	0	0	0	0.08842437	0.460999164
TRPA1	0.018925031	0.139954557	0.06277855	0.091589167	0.112324731	0.099102105
AC068669.1	0.080843351	0.024910561	0.102162066	0.130415903	0.073819267	0.05131409
LINC02458	0.055540853	0.025671012	0.052640399	0.094078003	0.063393975	0.066100713
SPSB4	0.094924367	0.263244564	0.074972689	0.061252518	0.057784568	0.060251801
RNU6ATAC36P	0.750495776	0	0	0	0	0
IL21R-AS1	0.022959718	0.063671964	0.065282146	0.222230694	0.02096486	0.196739987
LITAFD	0	0	0.1049249	0.142872345	0	0
AC104365.1	0	0.082836909	0	0	0	0.085319248
MIR1255A	0	0	0.503577619	0	0.970320518	0
AL133215.2	0.184359249	0.227229187	0.05824388	0.237925595	0.2244549	0
AC009567.1	0	0.422862697	0.216778175	0	0	0
AP006545.3	0.318935788	0.184265368	0.03778504	0.077175732	0.109209381	0.113872303
ANKRD26P2	0	0.454391933	0.299496163	0.067968803	0.032060298	0
AP005131.7	0	0	0	0	0	0.187115864
LINC01226	0.073159621	0.056357361	0.063560823	0.041307198	0.016700785	0.156724736
RPL18AP2	0	0.230293481	0.236117307	0	0	0
AP001258.1	0.245059845	0	0	0	0	0
AL031963.2	0	0.053779776	0	0.281556814	0	0
IGSF23	0.042460864	0	0.040243473	0.041098534	0.038771647	0
ATP2C2-AS1	0.040053143	0.111075508	0.018980744	0.019384032	0.036573122	0.057202031
IGLL5	0	0.12434816	0	0	0	0.170765934
MYO5C	0.047788011	0.088350578	0.090584851	0.040472917	0.087271888	0.08531076
MIR769	0	0	0	0	0.464602621	0
AC011373.1	0.253331907	0.234180291	0.240102409	0	0	0
AC027018.1	0.084921729	0	0.080486946	0	0	0
AC009127.2	0.446945375	0.275437861	0	0	0	0
AC011773.1	0	0	0.121590323	0	0	0
AC133561.3	0	0	0	0	0	0
RBP2	0	0.197044008	0	0	0.194638258	0
ST13P13	0	0	0	0.212869328	0.100408625	0.209391562
AL031005.2	0	0.049955652	0	0.052307225	0	0.051452652
C1orf127	0	0.015533369	0.063704753	0.03252915	0	0.383972435
GCK	0.045875577	0.095416726	0.054349829	0.222018439	0.010472418	0.06551736
GRIN1	0.050377297	0.009313766	0.038197195	0	0.082800467	0.038371469
AC138904.1	0.024199783	0.067110918	0.045872044	0.023423348	0.044194365	0.023040668
AC145285.5	0	0.261384909	0	0.091229712	0	0.089739241
DRC1	0.039447873	0.018232828	0.018693913	0	0.01801022	0.037558408
LINC00525	0	0.046717785	0.095798436	0	0	0.192471031
AP001020.3	0.035028974	0.032380822	0.066399383	0	0.063970956	0
AL161793.2	0	0	0	0	0	0
CDH7	0.099184464	0.137529339	0.125339804	0.040000913	0.113208513	0.031477916
AL590652.1	0.210214728	0.118752775	0.132824597	0.045215582	0.159958498	0.033357652
RPL7AP15	0	0	0.214733098	0	0	0.143808544
SNORA63	0	0	0	0.976694562	0	0
AC005237.1	0	0	0	0.103959439	0	0
AL442067.3	0.07625698	0.070492035	0.024091563	0.061508601	0.069631384	0.060503701
FOXD4L3	0.108277118	0.025022871	0.025655668	0.052401557	0.024717362	0.051545443
BEND4	0.067841426	0.081526494	0.019289583	0.059098298	0.068141718	0.180857525
LGI2	0.1016838	0.068361175	0.061328699	0.044736972	0.050644905	0.123217021
MIR370	0	0	0	0	1.461949581	0
AC073283.2	0.025537925	0.354109287	0.024204284	0	0.069957179	0
CASKIN1	0.130761536	0.027894486	0.162066109	0.048679282	0.045923194	0.047883981
COX5AP2	0	0	0	0.442487257	0	0
BCYRN1	0.600396621	0	0	0.290566632	0	0
C1orf146	0	0	0	0.374579452	0	0.263185526
AP001922.6	0	0.203299373	0.104220277	0	0.100408625	0.104695781
IL22RA1	0.10656667	0.709274491	0.161602474	0.123777053	0	0.020292473
AC016735.1	0	0	0	0.490407818	0	0.241197875
AC106786.1	0.058862414	0.326474876	0	0	0.268740732	0
AC091905.4	0.5944521	0	0.281704312	0	0	0
AC006001.1	0	0.234180291	0	0	0	0
AL031595.3	0.042097646	0.035023598	0.075808523	0.044821665	0.038439987	0.076154398
AC007952.4	0	0.087128303	0	0.091229712	0	0.089739241
Z93242.1	0	0	0.322403802	0	0	0.161937383
ADRA2C	0.055107537	0.101882935	0.052229712	0.080009169	0.125798782	0.026234005
BNIP3P40	0	0	0.409383245	0	0.098602715	0
FRMD1	0.040931482	0.012612369	0.058190937	0.006603037	0.018687573	0.012990318
SERPINA12	0.105517859	0.073155618	0.025001877	0	0.096349928	0
AL589863.2	0	0.209436713	0	0	0	0.071904272
AC009949.1	0.032808558	0.060656534	0.18657138	0.031755916	0.179747899	0
CR383656.9	0	0	0	0	0	0
AC239802.1	0.443642823	0	0.140158303	0	0	0
NPY4R	0.265792896	0.081899748	0.223922365	0	0.053933211	0.056236002
AC010336.2	0	0.329055705	0.112459034	0.114848471	0.216692132	0
HMGB1P49	0	0	0	0	0.096349928	0
AC090971.2	0	0	0	0	0	0
CALML4	0.047669442	0.055082105	0.090360097	0.057674996	0.043527677	0.10211891
AC104827.1	0	0	0	0	0	0
RRM2P3	0.361373718	0.238610185	0.048928866	0.149905399	0.047139389	0
KLF17P1	0	0.098580336	0.151609958	0	0	0.203068903
AL161909.2	0	0	0	0	0	0.279530055
AC083843.2	0	0.065371883	0	0	0	0
AL513128.3	0.034947417	0.06461086	0.033122393	0.03382615	0	0.133094054
MIR6801	0.759995722	0	0	0	0.693963409	0
SNORD96B	0.759995722	0	0	0	0.693963409	0
AC006116.5	0	0.198571481	0	0	0	0.20452199
AC022211.4	0.027783277	0	0	0.080675604	0.025369324	0
AMD1P1	0.195356818	0.180588055	0	0.441207468	0.059461073	0.061999888
CCNQP3	0	0.089661921	0.091929355	0.093882595	0.08856722	0
AF241728.1	0.05088107	0.141103548	0	0.147745745	0.092920524	0.19377592
AL591806.1	0.054138559	0	0.102622671	0.052401557	0.098869449	0.051545443
U4	0	0	0	0	0	0
AC090543.1	0.123793118	0	0.351985181	0	0	0
IMMP1LP3	0	0	0	0	0	0
AL096855.2	0	0	0	0	0	0
AL590705.1	0.140443654	0.129826267	0.332773515	0.067968803	0	0.133716717
HTR1DP1	0	0	0	0	0	0.257495028
SLC66A1L	0.071839261	0.049806218	0.102131506	0.017383586	0.098396248	0
RNU6ATAC32P	0	0.730272749	0	0	0.721356701	0
HTR6	0.063199644	0.11684364	0.059899233	0.015292981	0.07213567	0.135388175
RNU1-88P	0	0	0	0	0	0
CDIPTOSP	0.200132207	0	0.316134839	0	0	0.06351544
VENTXP6	0	0	0	0	0	0.36410125
AC012640.1	0.349067803	0	0	0.253401133	0	0
AC099552.3	0	0	0	0	0	0
LINC00968	0.053463635	0	0.084452762	0.155244861	0.032545627	0.067870462
LINC01728	0	0	0	0	0	0
GRIFIN	0	0	0	0	0	0.262822512
LINC01348	0.018405782	0.017014325	0.034889191	0.089076221	0.117646157	0.070096746
IGKV3OR2-268	0	0	0.162583631	0	0	0
AC079193.2	0.026195315	0.169504844	0.14896406	0	0.071757996	0.199524943
AL031123.5	0.09421153	0.136854521	0.038267835	0.182377622	0.110604793	0.102513152
AC234781.5	0	0	0.263445699	0	0.126905346	0.264647668
AC007688.3	0.162709111	0.150408479	0	0	0	0
AC130709.1	0.049537675	0	0	0	0	0
AC018628.2	0.126310649	0	0	0.040752683	0	0.120260651
