Gene	Labels	Color
SNRPD2	12	tan
SNRPD3	1	turquoise
SNRPE	14	cyan
SNRPF	12	tan
SNRPG	12	tan
SNRPN	5	green
SNTA1	4	yellow
SNTB1	2	blue
SNTB2	3	brown
SNUPN	27	white
SNURF	10	purple
SNW1	15	midnightblue
SNX1	32	violet
SNX10	2	blue
SNX11	27	white
SNX12	4	yellow
SNX13	8	pink
SNX16	23	darkturquoise
SNX17	4	yellow
SNX18	3	brown
SNX19	34	darkmagenta
SNX2	27	white
SNX20	2	blue
SNX21	1	turquoise
SNX22	42	lightcyan1
SNX24	17	grey60
SNX25	13	salmon
SNX27	9	magenta
SNX29	9	magenta
SNX3	13	salmon
SNX30	23	darkturquoise
SNX32	6	red
SNX33	16	lightcyan
SNX4	3	brown
SNX6	19	lightyellow
SNX7	1	turquoise
SNX8	40	mediumpurple3
SNX9	23	darkturquoise
SOAT1	8	pink
SOBP	33	darkolivegreen
SOCS1	4	yellow
SOCS2	10	purple
SOCS3	2	blue
SOCS4	43	ivory
SOCS5	21	darkred
SOCS6	3	brown
SOD1	6	red
SOD2	5	green
SOD3	5	green
SON	6	red
SORBS1	7	black
SORBS2	3	brown
SORBS3	7	black
SORCS1	10	purple
SORCS2	31	paleturquoise
SORD	5	green
SORL1	2	blue
SORT1	1	turquoise
SOS1	6	red
SOS2	6	red
SOX12	7	black
SOX13	3	brown
SOX15	3	brown
SOX17	31	paleturquoise
SOX18	28	skyblue
SOX2	11	greenyellow
SOX4	5	green
SOX5	5	green
SOX6	22	darkgreen
SOX9	3	brown
SP1	34	darkmagenta
SP100	6	red
SP110	16	lightcyan
SP140	2	blue
SP140L	25	orange
SP2	1	turquoise
SP3	8	pink
SP4	34	darkmagenta
SP6	35	sienna3
SPA17	2	blue
SPACA4	1	turquoise
SPAG16	1	turquoise
SPAG4	33	darkolivegreen
SPAG5	25	orange
SPAG7	3	brown
SPAG8	5	green
SPAG9	23	darkturquoise
SPARC	3	brown
SPARCL1	28	skyblue
SPATA12	1	turquoise
SPATA13	21	darkred
SPATA17	10	purple
SPATA18	9	magenta
SPATA2	1	turquoise
SPATA20	10	purple
SPATA21	1	turquoise
SPATA24	1	turquoise
SPATA2L	4	yellow
SPATA5L1	20	royalblue
SPATA6	6	red
SPATA7	9	magenta
SPATA9	12	tan
SPATC1	18	lightgreen
SPATS2	6	red
SPATS2L	35	sienna3
SPC24	25	orange
SPC25	1	turquoise
SPCS1	7	black
SPCS2	1	turquoise
SPCS3	8	pink
SPDEF	32	violet
SPDYA	10	purple
SPDYE1	1	turquoise
SPDYE2	1	turquoise
SPDYE3	4	yellow
SPDYE5	3	brown
SPDYE6	1	turquoise
SPECC1	38	plum1
SPEF1	1	turquoise
SPEF2	1	turquoise
SPEN	1	turquoise
SPESP1	24	darkgrey
SPG11	6	red
SPG7	18	lightgreen
SPHK1	4	yellow
SPHK2	7	black
SPHKAP	26	darkorange
SPI1	2	blue
SPIB	1	turquoise
SPICE1	9	magenta
SPIN1	5	green
SPIN2B	4	yellow
SPIN3	29	saddlebrown
SPIN4	13	salmon
SPINK5	1	turquoise
SPINT1	27	white
SPINT2	9	magenta
SPIRE1	3	brown
SPIRE2	16	lightcyan
SPN	15	midnightblue
SPNS1	10	purple
SPNS2	1	turquoise
SPOCD1	17	grey60
SPOCK1	35	sienna3
SPOCK2	9	magenta
SPOCK3	40	mediumpurple3
SPON1	23	darkturquoise
SPON2	0	grey
SPOP	2	blue
SPOPL	6	red
SPP1	15	midnightblue
SPPL2A	8	pink
SPPL2B	7	black
SPPL3	7	black
SPR	32	violet
SPRED1	9	magenta
SPRED2	1	turquoise
SPRED3	1	turquoise
SPRN	1	turquoise
SPRR2F	5	green
SPRY1	36	yellowgreen
SPRY2	2	blue
SPRY3	29	saddlebrown
SPRY4	1	turquoise
SPRYD3	23	darkturquoise
SPRYD4	4	yellow
SPRYD7	28	skyblue
SPSB1	2	blue
SPSB2	18	lightgreen
SPSB3	7	black
SPTA1	7	black
SPTAN1	1	turquoise
SPTBN1	9	magenta
SPTBN2	7	black
SPTBN4	10	purple
SPTBN5	1	turquoise
SPTLC2	21	darkred
SPTLC3	18	lightgreen
SPTSSA	10	purple
SPTSSB	40	mediumpurple3
SPTY2D1	8	pink
SQLE	8	pink
SQSTM1	4	yellow
SRA1	19	lightyellow
SRBD1	19	lightyellow
SRC	7	black
SRCAP	1	turquoise
SRCIN1	3	brown
SRD5A1	8	pink
SRD5A3	2	blue
SREBF1	36	yellowgreen
SREBF2	1	turquoise
SREK1	3	brown
SREK1IP1	17	grey60
SRF	4	yellow
SRFBP1	3	brown
SRGAP1	3	brown
SRGAP2	12	tan
SRGAP3	5	green
SRGN	2	blue
SRI	14	cyan
SRM	3	brown
SRP19	36	yellowgreen
SRP54	10	purple
SRP72	10	purple
SRP9	7	black
SRPK1	24	darkgrey
SRPK2	9	magenta
SRPRB	14	cyan
SRPX	40	mediumpurple3
SRPX2	11	greenyellow
SRR	35	sienna3
SRRD	14	cyan
SRRM1	1	turquoise
SRRM2	1	turquoise
SRRM3	1	turquoise
SRRM5	13	salmon
SRRT	8	pink
SRSF1	37	skyblue3
SRSF10	10	purple
SRSF11	17	grey60
SRSF12	1	turquoise
SRSF2	13	salmon
SRSF4	32	violet
SRSF5	15	midnightblue
SRSF6	22	darkgreen
SRSF7	36	yellowgreen
SRSF9	4	yellow
SRXN1	41	lightsteelblue1
SS18L1	30	steelblue
SS18L2	13	salmon
SSB	3	brown
SSBP1	12	tan
SSBP2	3	brown
SSBP3	7	black
SSBP4	4	yellow
SSC5D	1	turquoise
SSH1	1	turquoise
SSH2	2	blue
SSH3	7	black
SSNA1	13	salmon
SSR1	29	saddlebrown
SSR2	13	salmon
SSR3	37	skyblue3
SSR4	4	yellow
SSRP1	3	brown
SSTR1	16	lightcyan
SSTR2	10	purple
SSU72	8	pink
SSX2IP	9	magenta
ST14	15	midnightblue
ST3GAL1	3	brown
ST3GAL2	3	brown
ST3GAL4	3	brown
ST3GAL5	8	pink
ST3GAL6	23	darkturquoise
ST5	12	tan
ST6GAL1	5	green
ST6GAL2	5	green
ST6GALNAC1	31	paleturquoise
ST6GALNAC2	6	red
ST6GALNAC3	1	turquoise
ST6GALNAC4	3	brown
ST6GALNAC5	16	lightcyan
ST6GALNAC6	7	black
ST7	3	brown
ST7L	7	black
ST8SIA1	10	purple
ST8SIA3	11	greenyellow
ST8SIA4	2	blue
ST8SIA5	17	grey60
ST8SIA6	6	red
STAB1	15	midnightblue
STAC	1	turquoise
STAC2	1	turquoise
STAC3	34	darkmagenta
STAG2	6	red
STAG3	1	turquoise
STAM2	8	pink
STAMBP	3	brown
STAMBPL1	5	green
STAP1	2	blue
STAP2	1	turquoise
STAR	5	green
STARD10	41	lightsteelblue1
STARD13	17	grey60
STARD3	7	black
STARD3NL	12	tan
STARD4	3	brown
STARD5	2	blue
STARD8	4	yellow
STARD9	9	magenta
STAT1	1	turquoise
STAT2	2	blue
STAT4	21	darkred
STAT5A	18	lightgreen
STAT5B	2	blue
STAT6	15	midnightblue
STATH	11	greenyellow
STAU2	26	darkorange
STC1	3	brown
STC2	24	darkgrey
STEAP1	14	cyan
STEAP1B	24	darkgrey
STEAP2	12	tan
STEAP3	40	mediumpurple3
STEAP4	2	blue
STIL	25	orange
STIM1	14	cyan
STIM2	8	pink
STIP1	14	cyan
STK10	2	blue
STK11	10	purple
STK11IP	7	black
STK16	4	yellow
STK17A	17	grey60
STK17B	2	blue
STK19	11	greenyellow
STK24	27	white
STK25	4	yellow
STK3	4	yellow
STK32A	35	sienna3
STK32B	3	brown
STK32C	16	lightcyan
STK33	2	blue
STK35	1	turquoise
STK36	12	tan
STK38	21	darkred
STK38L	2	blue
STK39	37	skyblue3
STK4	23	darkturquoise
STK40	7	black
STMN1	5	green
STMN3	10	purple
STMN4	7	black
STOM	40	mediumpurple3
STOML2	6	red
STON1	9	magenta
STON2	25	orange
STOX1	6	red
STOX2	25	orange
STRADA	1	turquoise
STRADB	33	darkolivegreen
STRBP	6	red
STRN	6	red
STRN3	9	magenta
STRN4	41	lightsteelblue1
STS	8	pink
STT3A	7	black
STT3B	8	pink
STUB1	6	red
STX10	3	brown
STX11	2	blue
STX12	1	turquoise
STX16	1	turquoise
STX16-NPEPL1	1	turquoise
STX17	6	red
STX19	1	turquoise
STX1A	1	turquoise
STX1B	23	darkturquoise
STX3	23	darkturquoise
STX4	1	turquoise
STX5	4	yellow
STX7	2	blue
STX8	13	salmon
STXBP1	1	turquoise
STXBP2	1	turquoise
STXBP4	19	lightyellow
STXBP5L	3	brown
STXBP6	9	magenta
STYK1	20	royalblue
STYX	1	turquoise
STYXL1	37	skyblue3
SUB1	21	darkred
SUCLA2	3	brown
SUCLG1	1	turquoise
SUCLG2	4	yellow
SUCNR1	2	blue
SUDS3	2	blue
SUFU	12	tan
SUGP1	8	pink
SUGP2	1	turquoise
SUGT1	9	magenta
SULF1	2	blue
SULF2	10	purple
SULT1A1	15	midnightblue
SULT1A2	3	brown
SULT1B1	2	blue
SULT1C2	6	red
SULT1C4	5	green
SULT1E1	2	blue
SULT2A1	29	saddlebrown
SULT4A1	0	grey
SUMF1	4	yellow
SUMF2	15	midnightblue
SUMO2	1	turquoise
SUMO3	16	lightcyan
SUMO4	23	darkturquoise
SUN1	5	green
SUN2	10	purple
SUOX	9	magenta
SUPT16H	3	brown
SUPT3H	10	purple
SUPT4H1	1	turquoise
SUPT5H	3	brown
SUPT6H	1	turquoise
SUPT7L	21	darkred
SURF1	0	grey
SURF2	11	greenyellow
SURF6	11	greenyellow
SUSD1	3	brown
SUSD2	7	black
SUSD3	4	yellow
SUSD4	14	cyan
SUSD5	29	saddlebrown
SUV39H1	16	lightcyan
SUV39H2	24	darkgrey
SUZ12	6	red
SV2A	4	yellow
SV2B	11	greenyellow
SV2C	43	ivory
SVEP1	3	brown
SVIL	1	turquoise
SVIP	5	green
SVOP	1	turquoise
SVOPL	1	turquoise
SWAP70	32	violet
SWT1	2	blue
SYBU	8	pink
SYCE1L	3	brown
SYCP2	5	green
SYCP3	17	grey60
SYDE1	4	yellow
SYDE2	1	turquoise
SYF2	12	tan
SYK	2	blue
SYMPK	1	turquoise
SYN1	1	turquoise
SYN3	1	turquoise
SYNC	21	darkred
SYNCRIP	3	brown
SYNDIG1	38	plum1
SYNE1	9	magenta
SYNE2	26	darkorange
SYNGAP1	1	turquoise
SYNGR1	7	black
SYNGR2	4	yellow
SYNGR3	3	brown
SYNJ1	6	red
SYNJ2BP	8	pink
SYNM	1	turquoise
SYNPO	1	turquoise
SYNPO2	6	red
SYNPO2L	1	turquoise
SYNRG	1	turquoise
SYP	4	yellow
SYPL1	3	brown
SYPL2	1	turquoise
SYT1	22	darkgreen
SYT11	5	green
SYT12	3	brown
SYT14	31	paleturquoise
SYT15	1	turquoise
SYT2	22	darkgreen
SYT3	18	lightgreen
SYT5	1	turquoise
SYT7	1	turquoise
SYTL1	2	blue
SYTL2	17	grey60
SYTL3	18	lightgreen
SYTL4	5	green
SYTL5	5	green
SYVN1	1	turquoise
SZT2	1	turquoise
TAB1	17	grey60
TAB2	17	grey60
TAB3	1	turquoise
TAC4	1	turquoise
TACC1	34	darkmagenta
TACC2	2	blue
TACC3	2	blue
TACO1	20	royalblue
TACR2	1	turquoise
TACSTD2	31	paleturquoise
TADA1	5	green
TADA2B	18	lightgreen
TADA3	10	purple
TAF1	6	red
TAF10	17	grey60
TAF11	8	pink
TAF12	27	white
TAF13	10	purple
TAF1A	16	lightcyan
TAF1B	3	brown
TAF1C	1	turquoise
TAF1D	31	paleturquoise
TAF2	8	pink
TAF3	1	turquoise
TAF4	1	turquoise
TAF4B	0	grey
TAF5	1	turquoise
TAF5L	4	yellow
TAF6	1	turquoise
TAF6L	4	yellow
TAF7	17	grey60
TAF8	1	turquoise
TAF9	14	cyan
TAF9B	9	magenta
TAGAP	2	blue
TAGLN	28	skyblue
TAGLN2	7	black
TAGLN3	39	orangered4
TAL1	2	blue
TALDO1	4	yellow
TANC1	1	turquoise
TANC2	1	turquoise
TANK	2	blue
TAOK1	6	red
TAOK2	12	tan
TAOK3	32	violet
TAP1	4	yellow
TAP2	2	blue
TAPBP	1	turquoise
TAPBPL	10	purple
TAPT1	8	pink
TARBP1	15	midnightblue
TARBP2	13	salmon
TARDBP	1	turquoise
TARS	14	cyan
TARS2	13	salmon
TAS1R1	1	turquoise
TAS1R3	7	black
TAS2R10	11	greenyellow
TAS2R13	11	greenyellow
TAS2R14	11	greenyellow
TAS2R19	11	greenyellow
TAS2R20	23	darkturquoise
TAS2R3	38	plum1
TAS2R30	11	greenyellow
TAS2R31	11	greenyellow
TAS2R4	21	darkred
TAS2R43	11	greenyellow
TAS2R46	11	greenyellow
TAS2R5	2	blue
TAS2R50	11	greenyellow
TASP1	5	green
TAT	7	black
TATDN1	19	lightyellow
TATDN2	18	lightgreen
TATDN3	1	turquoise
TAX1BP1	3	brown
TAX1BP3	9	magenta
TAZ	7	black
TBC1D1	1	turquoise
TBC1D10A	2	blue
TBC1D10B	7	black
TBC1D10C	2	blue
TBC1D12	26	darkorange
TBC1D13	18	lightgreen
TBC1D14	9	magenta
TBC1D15	17	grey60
TBC1D16	12	tan
TBC1D17	8	pink
TBC1D19	8	pink
TBC1D2	2	blue
TBC1D20	18	lightgreen
TBC1D22A	5	green
TBC1D22B	1	turquoise
TBC1D23	3	brown
TBC1D25	1	turquoise
TBC1D2B	3	brown
TBC1D30	2	blue
TBC1D3F	11	greenyellow
TBC1D3H	11	greenyellow
TBC1D4	5	green
TBC1D5	14	cyan
TBC1D7	2	blue
TBC1D8	15	midnightblue
TBC1D8B	3	brown
TBC1D9	3	brown
TBC1D9B	9	magenta
TBCA	12	tan
TBCB	4	yellow
TBCC	4	yellow
TBCCD1	15	midnightblue
TBCD	1	turquoise
TBCE	3	brown
TBCEL	6	red
TBCK	6	red
TBK1	10	purple
TBKBP1	18	lightgreen
TBL1X	9	magenta
TBL1XR1	8	pink
TBL2	13	salmon
TBL3	4	yellow
TBP	33	darkolivegreen
TBPL1	13	salmon
TBRG1	30	steelblue
TBRG4	4	yellow
TBX15	7	black
TBX19	3	brown
TBX2	1	turquoise
TBX21	21	darkred
TBX3	2	blue
TBX6	1	turquoise
TBXA2R	1	turquoise
TBXAS1	2	blue
TC2N	21	darkred
TCAP	7	black
TCEA1	29	saddlebrown
TCEA2	8	pink
TCEAL1	5	green
TCEAL2	4	yellow
TCEAL3	9	magenta
TCEAL4	9	magenta
TCEAL5	10	purple
TCEAL6	6	red
TCEAL7	5	green
TCEAL8	18	lightgreen
TCEANC	16	lightcyan
TCEANC2	15	midnightblue
TCERG1	16	lightcyan
TCF12	1	turquoise
TCF21	31	paleturquoise
TCF25	3	brown
TCF7	30	steelblue
TCF7L1	7	black
TCF7L2	30	steelblue
TCFL5	16	lightcyan
TCHP	22	darkgreen
TCIRG1	16	lightcyan
TCL1A	2	blue
TCN1	31	paleturquoise
TCN2	10	purple
TCOF1	1	turquoise
TCP1	15	midnightblue
TCP10L	2	blue
TCP11L1	22	darkgreen
TCP11L2	2	blue
TCTA	0	grey
TCTEX1D1	2	blue
TCTEX1D2	1	turquoise
TCTEX1D4	1	turquoise
TCTN1	10	purple
TCTN2	40	mediumpurple3
TCTN3	8	pink
TDG	16	lightcyan
TDGF1	22	darkgreen
TDO2	11	greenyellow
TDP1	20	royalblue
TDP2	2	blue
TDRD10	1	turquoise
TDRD12	8	pink
TDRD3	26	darkorange
TDRD6	15	midnightblue
TDRD7	2	blue
TDRD9	16	lightcyan
TDRKH	33	darkolivegreen
TEAD1	5	green
TEAD2	10	purple
TEAD3	7	black
TEAD4	2	blue
TEC	38	plum1
TECPR1	7	black
TECPR2	1	turquoise
TECR	9	magenta
TECRL	22	darkgreen
TECTA	1	turquoise
TEF	17	grey60
TEK	5	green
TEKT2	27	white
TEKT5	1	turquoise
TELO2	1	turquoise
TEP1	1	turquoise
TERF1	6	red
TERF2	1	turquoise
TERF2IP	9	magenta
TES	8	pink
TESC	2	blue
TESK1	7	black
TESK2	2	blue
TET1	5	green
TET2	2	blue
TET3	3	brown
TEX10	20	royalblue
TEX101	1	turquoise
TEX11	4	yellow
TEX15	24	darkgrey
TEX2	39	orangered4
TEX22	22	darkgreen
TEX261	4	yellow
TEX264	4	yellow
TEX9	22	darkgreen
TF	22	darkgreen
TFAM	14	cyan
TFAP4	18	lightgreen
TFB1M	21	darkred
TFB2M	3	brown
TFCP2	6	red
TFCP2L1	31	paleturquoise
TFDP2	16	lightcyan
TFE3	8	pink
TFEB	2	blue
TFEC	2	blue
TFF3	31	paleturquoise
TFIP11	4	yellow
TFPI	2	blue
TFPI2	14	cyan
TFPT	3	brown
TFR2	26	darkorange
TFRC	8	pink
TG	1	turquoise
TGDS	5	green
TGFA	2	blue
TGFB1	1	turquoise
TGFB1I1	7	black
TGFB2	38	plum1
TGFB3	1	turquoise
TGFBI	15	midnightblue
TGFBR1	8	pink
TGFBR2	2	blue
TGFBR3	9	magenta
TGFBRAP1	8	pink
TGIF1	16	lightcyan
TGIF2	4	yellow
TGM2	7	black
TGM3	11	greenyellow
TGOLN2	14	cyan
TGS1	4	yellow
THADA	6	red
THAP10	31	paleturquoise
THAP11	4	yellow
THAP3	4	yellow
THAP4	29	saddlebrown
THAP5	2	blue
THAP7	16	lightcyan
THAP8	3	brown
THAP9	1	turquoise
THBD	2	blue
THBS1	30	steelblue
THBS2	28	skyblue
THBS3	1	turquoise
THBS4	10	purple
THEM4	2	blue
THEM5	6	red
THEMIS	11	greenyellow
THG1L	6	red
THNSL1	19	lightyellow
THNSL2	33	darkolivegreen
THOC1	32	violet
THOC3	6	red
THOC5	4	yellow
THOC6	7	black
THOP1	4	yellow
THRA	16	lightcyan
THRB	23	darkturquoise
THRSP	3	brown
THSD1	5	green
THSD4	31	paleturquoise
THSD7A	14	cyan
THSD7B	3	brown
THTPA	21	darkred
THUMPD1	5	green
THUMPD2	17	grey60
THUMPD3	19	lightyellow
THY1	28	skyblue
THYN1	3	brown
TIAF1	4	yellow
TIAM1	15	midnightblue
TIAM2	5	green
TICAM1	1	turquoise
TIE1	28	skyblue
TIFA	2	blue
TIGD1	1	turquoise
TIGD2	19	lightyellow
TIGD3	3	brown
TIGD5	4	yellow
TIGD7	3	brown
TIGIT	1	turquoise
TIMD4	19	lightyellow
TIMELESS	28	skyblue
TIMM10	6	red
TIMM13	13	salmon
TIMM17A	14	cyan
TIMM17B	4	yellow
TIMM22	11	greenyellow
TIMM23	14	cyan
TIMM44	25	orange
TIMM50	20	royalblue
TIMM8A	3	brown
TIMM8B	13	salmon
TIMM9	17	grey60
TIMMDC1	7	black
TIMP1	1	turquoise
TIMP2	13	salmon
TIMP3	1	turquoise
TINF2	15	midnightblue
TIPARP	32	violet
TIPIN	14	cyan
TIPRL	37	skyblue3
TIRAP	18	lightgreen
TJAP1	1	turquoise
TJP1	1	turquoise
TJP3	18	lightgreen
TK1	25	orange
TK2	27	white
TKT	4	yellow
TKTL1	1	turquoise
TLCD1	3	brown
TLCD2	1	turquoise
TLE1	3	brown
TLE2	3	brown
TLE3	3	brown
TLE4	2	blue
TLE6	28	skyblue
TLK1	6	red
TLL1	17	grey60
TLL2	10	purple
TLN1	12	tan
TLN2	10	purple
TLR1	2	blue
TLR10	1	turquoise
TLR2	2	blue
TLR3	5	green
TLR4	2	blue
TLR5	39	orangered4
TLR6	2	blue
TLR7	18	lightgreen
TLR8	2	blue
TM2D1	1	turquoise
TM4SF1	13	salmon
TM4SF18	28	skyblue
TM7SF2	27	white
TM7SF3	8	pink
TM9SF1	13	salmon
TM9SF2	1	turquoise
TM9SF3	3	brown
TMBIM1	4	yellow
TMBIM4	12	tan
TMBIM6	9	magenta
TMC1	13	salmon
TMC4	11	greenyellow
TMC5	5	green
TMC6	2	blue
TMC8	2	blue
TMCC1	18	lightgreen
TMCC2	10	purple
TMCC3	2	blue
TMCO1	1	turquoise
TMCO4	5	green
TMCO6	7	black
TMED1	13	salmon
TMED10	1	turquoise
TMED2	8	pink
TMED3	1	turquoise
TMED5	24	darkgrey
TMED6	1	turquoise
TMED7	7	black
TMED7-TICAM2	18	lightgreen
TMED8	39	orangered4
TMED9	26	darkorange
TMEFF1	5	green
TMEM100	9	magenta
TMEM101	13	salmon
TMEM102	11	greenyellow
TMEM104	5	green
TMEM106A	30	steelblue
TMEM106B	4	yellow
TMEM107	1	turquoise
TMEM108	24	darkgrey
TMEM11	6	red
TMEM115	4	yellow
TMEM116	2	blue
TMEM117	5	green
TMEM119	1	turquoise
TMEM120A	19	lightyellow
TMEM120B	1	turquoise
TMEM121	2	blue
TMEM123	19	lightyellow
TMEM125	5	green
TMEM126A	14	cyan
TMEM127	34	darkmagenta
TMEM129	4	yellow
TMEM130	15	midnightblue
TMEM131	3	brown
TMEM132A	4	yellow
TMEM132B	17	grey60
TMEM132C	1	turquoise
TMEM134	1	turquoise
TMEM135	8	pink
TMEM138	22	darkgreen
TMEM139	27	white
TMEM140	2	blue
TMEM141	4	yellow
TMEM143	1	turquoise
TMEM144	26	darkorange
TMEM147	13	salmon
TMEM14A	18	lightgreen
TMEM14B	1	turquoise
TMEM14C	1	turquoise
TMEM150A	10	purple
TMEM150B	2	blue
TMEM150C	9	magenta
TMEM151A	25	orange
TMEM154	2	blue
TMEM156	21	darkred
TMEM158	17	grey60
TMEM159	15	midnightblue
TMEM160	1	turquoise
TMEM161A	4	yellow
TMEM161B	7	black
TMEM163	0	grey
TMEM164	9	magenta
TMEM165	14	cyan
TMEM167A	24	darkgrey
TMEM167B	2	blue
TMEM168	19	lightyellow
TMEM170A	17	grey60
TMEM170B	2	blue
TMEM171	34	darkmagenta
TMEM173	11	greenyellow
TMEM175	15	midnightblue
TMEM176A	10	purple
TMEM176B	14	cyan
TMEM177	20	royalblue
TMEM179B	32	violet
TMEM18	1	turquoise
TMEM181	29	saddlebrown
TMEM182	8	pink
TMEM183A	13	salmon
TMEM184A	1	turquoise
TMEM184B	1	turquoise
TMEM184C	8	pink
TMEM185A	10	purple
TMEM186	13	salmon
TMEM187	1	turquoise
TMEM189	1	turquoise
TMEM189-UBE2V1	11	greenyellow
TMEM19	8	pink
TMEM191B	1	turquoise
TMEM198	1	turquoise
TMEM199	9	magenta
TMEM200A	16	lightcyan
TMEM200C	10	purple
TMEM201	1	turquoise
TMEM203	13	salmon
TMEM204	3	brown
TMEM205	4	yellow
TMEM208	13	salmon
TMEM209	35	sienna3
TMEM213	1	turquoise
TMEM214	14	cyan
TMEM217	3	brown
TMEM218	1	turquoise
TMEM219	3	brown
TMEM220	23	darkturquoise
TMEM222	4	yellow
TMEM223	13	salmon
TMEM229A	3	brown
TMEM229B	12	tan
TMEM233	3	brown
TMEM234	1	turquoise
TMEM236	1	turquoise
TMEM25	15	midnightblue
TMEM26	3	brown
TMEM30A	3	brown
TMEM30B	31	paleturquoise
TMEM31	3	brown
TMEM33	6	red
TMEM37	8	pink
TMEM38A	10	purple
TMEM38B	1	turquoise
TMEM39A	2	blue
TMEM39B	7	black
TMEM40	2	blue
TMEM41A	3	brown
TMEM41B	34	darkmagenta
TMEM42	27	white
TMEM43	20	royalblue
TMEM44	5	green
TMEM45A	11	greenyellow
TMEM45B	8	pink
TMEM47	41	lightsteelblue1
TMEM50A	24	darkgrey
TMEM50B	16	lightcyan
TMEM51	30	steelblue
TMEM52	17	grey60
TMEM53	0	grey
TMEM54	3	brown
TMEM59	27	white
TMEM60	12	tan
TMEM62	20	royalblue
TMEM63A	18	lightgreen
TMEM63B	16	lightcyan
TMEM63C	2	blue
TMEM65	5	green
TMEM67	3	brown
TMEM69	21	darkred
TMEM70	10	purple
TMEM71	2	blue
TMEM72	5	green
TMEM79	18	lightgreen
TMEM80	4	yellow
TMEM81	8	pink
TMEM86A	10	purple
TMEM86B	18	lightgreen
TMEM87A	5	green
TMEM88	30	steelblue
TMEM8A	16	lightcyan
TMEM8B	26	darkorange
TMEM9	27	white
TMEM91	16	lightcyan
TMEM92	2	blue
TMEM97	33	darkolivegreen
TMEM98	5	green
TMEM99	5	green
TMIGD2	30	steelblue
TMLHE	8	pink
TMOD1	5	green
TMOD2	26	darkorange
TMPO	2	blue
TMPRSS11A	11	greenyellow
TMPRSS11D	5	green
TMPRSS11E	11	greenyellow
TMPRSS13	1	turquoise
TMPRSS15	3	brown
TMPRSS3	18	lightgreen
TMPRSS5	3	brown
TMPRSS9	12	tan
TMSB10	3	brown
TMSB15A	5	green
TMSB15B	6	red
TMSB4X	9	magenta
TMTC1	8	pink
TMTC2	5	green
TMTC4	5	green
TMUB1	3	brown
TMUB2	4	yellow
TMX1	8	pink
TMX2	20	royalblue
TMX2-CTNND1	11	greenyellow
TMX3	3	brown
TMX4	11	greenyellow
TNC	3	brown
TNF	11	greenyellow
TNFAIP1	38	plum1
TNFAIP2	2	blue
TNFAIP3	30	steelblue
TNFAIP6	5	green
TNFAIP8	2	blue
TNFAIP8L1	1	turquoise
TNFAIP8L2	2	blue
TNFAIP8L3	11	greenyellow
TNFRSF10A	24	darkgrey
TNFRSF10B	29	saddlebrown
TNFRSF10C	2	blue
TNFRSF10D	13	salmon
TNFRSF11A	2	blue
TNFRSF11B	5	green
TNFRSF12A	20	royalblue
TNFRSF13C	16	lightcyan
TNFRSF14	2	blue
TNFRSF18	1	turquoise
TNFRSF19	22	darkgreen
TNFRSF1A	4	yellow
TNFRSF1B	2	blue
TNFRSF21	0	grey
TNFRSF25	2	blue
TNFRSF4	2	blue
TNFRSF6B	11	greenyellow
TNFRSF8	2	blue
TNFRSF9	18	lightgreen
TNFSF10	2	blue
TNFSF11	5	green
TNFSF12	41	lightsteelblue1
TNFSF13	15	midnightblue
TNFSF13B	2	blue
TNFSF14	2	blue
TNFSF15	1	turquoise
TNFSF4	5	green
TNFSF8	2	blue
TNFSF9	16	lightcyan
TNIK	3	brown
TNIP1	4	yellow
TNIP2	2	blue
TNIP3	39	orangered4
TNK1	6	red
TNK2	18	lightgreen
TNKS	6	red
TNKS1BP1	1	turquoise
TNNC2	24	darkgrey
TNNI1	1	turquoise
TNNI2	11	greenyellow
TNNI3	24	darkgrey
TNNT1	19	lightyellow
TNPO1	8	pink
TNPO2	12	tan
TNRC18	1	turquoise
TNRC6A	1	turquoise
TNRC6B	6	red
TNRC6C	1	turquoise
TNS1	9	magenta
TNS3	12	tan
TNS4	22	darkgreen
TNXB	7	black
TOB1	7	black
TOB2	14	cyan
TOE1	5	green
TOLLIP	6	red
TOM1	1	turquoise
TOM1L2	12	tan
TOMM20	16	lightcyan
TOMM20L	39	orangered4
TOMM22	20	royalblue
TOMM34	3	brown
TOMM40	20	royalblue
TOMM40L	20	royalblue
TOMM5	7	black
TOMM6	11	greenyellow
TOMM7	1	turquoise
TONSL	12	tan
TOP1	3	brown
TOP1MT	24	darkgrey
TOP2A	25	orange
TOP2B	6	red
TOP3A	16	lightcyan
TOP3B	18	lightgreen
TOPBP1	6	red
TOPORS	5	green
TOR1AIP1	5	green
TOR1B	2	blue
TOR2A	17	grey60
TOR3A	1	turquoise
TOX	8	pink
TOX2	27	white
TOX3	16	lightcyan
TP53	10	purple
TP53BP1	6	red
TP53BP2	1	turquoise
TP53I11	5	green
TP53I13	4	yellow
TP53I3	28	skyblue
TP53INP1	6	red
TP53INP2	35	sienna3
TP53RK	14	cyan
TP53TG5	1	turquoise
TPBG	11	greenyellow
TPCN1	3	brown
TPCN2	18	lightgreen
TPD52	29	saddlebrown
TPD52L1	21	darkred
TPD52L2	13	salmon
TPH1	16	lightcyan
TPI1	13	salmon
TPK1	7	black
TPM1	2	blue
TPM2	8	pink
TPM3	13	salmon
TPM4	5	green
TPMT	24	darkgrey
TPP1	1	turquoise
