GeneName	decidua_induced abortion_rep1	decidua_induced abortion_rep2	decidua_induced abortion_rep3	decidua_recurrent spontaneous abortion_rep1	decidua_recurrent spontaneous abortion_rep2	decidua_recurrent spontaneous abortion_rep3
MAEA	20.1279	26.1688	37.7904	26.8437	27.3449	30.3655
MAEL	0.827116	0.020203	0.147176	0.0612977	0.112623	0.102042
MAF	10.227	11.2374	13.2967	19.8923	24.499	20.8444
MAF1	49.2287	75.5947	68.8776	93.2371	64.6861	82.9869
MAFA	0.0242804	0.0426228	0	0	0.108294	0.0213908
MAFB	2.638	2.17568	4.2318	4.76565	6.2008	7.40741
MAFF	6.50485	40.754	25.6334	54.4504	66.2188	28.024
MAFG	1.82399	5.51275	16.5344	8.1752	7.63533	5.51212
MAFG-AS1	0.529182	1.37081	0.560129	0.499111	0.767599	0.711185
MAFIP	0	0	0	0	0	0
MAFK	4.36449	19.266	23.3467	41.9382	61.4575	24.9335
MAG	0.0594693	0.764609	0.0335898	6.23496	4.69262	0.0698281
MAGEA1	0	0	0	0	0	0
MAGEA10	0	0.0634012	0	0.0160416	0.00931714	0.017403
MAGEA10-MAGEA5	0	0.0634012	0	0.0160416	0.00931714	0.017403
MAGEA11	0	0.183514	0.103837	0.0278014	0.0765933	0.0185013
MAGEA12	0	1.19951	0	0.176419	1.22971	0.560523
MAGEA2	0.186312	0.677506	0.697101	0.705416	1.08917	1.36461
MAGEA2B	0.186312	0.677506	0.697101	0.705416	1.08917	1.36461
MAGEA3	0.121175	0.202964	0.128289	0	0.343582	0.229798
MAGEA4	0	0.040917	0	0	0.240563	0.0516804
MAGEA5	0	0.0634012	0	0.0160416	0.00931714	0.017403
MAGEA6	0.0704449	0.0619529	0.722032	0.0313389	1.17242	0
MAGEA8	0	0.302938	0.0459332	0.0286959	0.935616	0.00955007
MAGEA9	0	0.0192001	0	0	0	0.00484362
MAGEA9B	0	0.0192001	0	0	0	0.00484362
MAGEB1	0	0.0150493	0	0	0	0.0490106
MAGEB10	0.000752458	0	0	0	0	0.0177607
MAGEB16	0	0	0	0	0	0.00964096
MAGEB18	0	0	0	0	0	0
MAGEB2	0	0	0	0	0	0.0110904
MAGEB3	0	0	0	0	0	0
MAGEB4	0	0.0150493	0	0	0	0.0490106
MAGEB6	0	0	0	0	0	0.0178023
MAGEC1	0	0	0	0	0	0.00745042
MAGEC2	0	0	0	0	0	0.0173451
MAGEC3	0	0.0410537	0.17797	0.0311476	0.314773	0.0518567
MAGED1	53.5364	84.0896	64.3638	52.3413	57.0887	47.8701
MAGED2	101.874	124.381	144.148	158.317	133.784	167.417
MAGED4	2.42094	7.48525	5.19184	6.47838	11.7231	6.67305
MAGED4B	2.42094	7.48525	5.19184	6.47838	11.7231	6.67305
MAGEE1	0.248653	0.396158	0.586505	0.38403	0.424882	0.777542
MAGEE2	0.0256497	0	0	0	0	0.0150814
MAGEF1	9.84417	13.8821	17.9198	13.5136	15.4289	21.5555
MAGEH1	9.57453	18.505	20.0687	16.1926	13.0674	24.4967
MAGEL2	0.180241	0.59392	0.138662	0.180767	0.279572	0.573189
MAGI1	2.60237	3.85112	5.23656	8.27625	9.74248	4.0573
MAGI2	0.315829	0.378403	1.35774	0.516444	0.378631	1.26767
MAGI2-AS3	7.8459	3.4582	7.06655	5.76414	3.37929	5.77549
MAGI3	2.55566	1.24862	3.1972	2.7214	2.89589	3.63448
MAGIX	5.76844	3.20069	3.63611	1.55075	2.84306	64.1068
MAGOH	29.6561	44.1365	114.008	57.2501	77.9294	61.5941
MAGOHB	13.3182	2.51386	14.6214	15.9659	2.81189	4.52072
MAGT1	31.9654	15.1449	24.9207	25.7149	25.3258	22.3966
MAK	0	0	0	0	0	0
MAK16	2.51291	2.61656	3.94626	3.63008	2.84134	3.63293
MAL	6.6473	45.1037	9.20988	15.0506	6.13028	9.30846
MAL2	7.79326	13.1405	24.4468	15.2476	25.5474	13.3364
MALAT1	367.08	185.316	142.806	158.303	133.815	130.803
MALL	3.60317	5.70274	38.8303	6.3253	10.0654	4.62651
MALSU1	29.2397	22.5434	22.7784	25.5713	20.9437	33.5352
MALT1	1.71117	1.86869	3.00808	3.1275	3.67322	3.05304
MAMDC2	6.22064	34.7948	14.3343	10.2906	26.5686	14.0968
MAMDC4	2.14653	2.18534	49.6231	40.8857	43.6668	0
MAML1	1.34691	4.56513	7.84674	3.69768	6.59913	22.1049
MAML2	1.61286	1.28147	1.96048	2.35926	6.35174	2.5893
MAML3	2.26716	1.00055	1.81257	3.31656	3.88168	2.68122
MAMLD1	3.36387	4.4788	6.15023	8.4677	7.3145	7.77836
MAMSTR	3.03115	2.24323	1.52373	1.78499	0.869277	1.51355
MAN1A1	9.72418	7.37026	16.9987	18.4215	22.1834	15.7417
MAN1A2	4.23078	4.08328	4.58008	4.4057	6.18325	4.97713
MAN1B1	54.5987	50.8114	39.0346	33.0058	33.1108	33.5442
MAN1C1	1.72292	3.14942	8.21878	5.79262	9.76661	6.80376
MAN2A1	11.9567	5.9773	13.6874	21.3714	6.48648	19.3575
MAN2A2	4.51652	7.0471	8.66499	7.21473	9.4452	8.74166
MAN2B1	34.2661	50.8708	37.8839	36.9027	39.8777	38.5834
MAN2B2	39.4042	28.2766	27.719	18.627	16.064	13.6452
MAN2C1	25.7804	23.3196	37.1374	28.1397	43.6316	56.2644
MANBA	20.7006	6.96327	11.2013	11.5322	6.90843	9.99097
MANBAL	59.8987	52.1194	46.0509	65.497	44.5172	66.3592
MANEA	0.734756	1.65317	3.15919	2.43164	2.20856	2.3623
MANEAL	0.757479	1.86143	0	1.53808	2.6374	0
MANF	287.092	211.294	220.476	287.408	170.435	211.643
MANSC1	3.19538	5.8016	10.102	5.47113	9.19767	7.69571
MANSC4	0.0294791	0	0.113617	0	0.367853	0.089055
MAOA	51.2884	76.1452	156.218	62.7171	114.597	80.5744
MAOB	91.6431	80.6621	91.9421	196.317	61.5769	174.087
MAP1A	5.52976	3.72242	3.75154	4.07076	2.87333	10.094
MAP1B	4.97837	4.31689	3.66017	5.47845	3.19036	4.29312
MAP1LC3A	54.5504	54.3776	33.0093	56.1608	46.9723	57.7561
MAP1LC3B	32.4326	35.9734	40.1914	77.8875	60.368	58.0741
MAP1LC3B2	1.25421	1.28926	0.937276	0.292839	1.00829	0.94709
MAP1LC3C	0.316049	0.285067	0.411843	4.62681	0.860564	1.23425
MAP1S	8.59323	24.8687	11.7978	11.0163	14.5226	11.0932
MAP2	0.0588387	0.0700479	0.157227	0.218725	0.387139	0.217547
MAP2K1	6.57117	12.9398	26.665	18.2454	0	0
MAP2K2	140.884	140.654	48.4299	45.4167	52.8409	55.269
MAP2K3	17.4365	20.0435	15.9663	30.0664	18.8538	14.6274
MAP2K4	2.75277	2.97501	5.06879	5.07521	5.87408	6.16046
MAP2K5	12.486	18.7437	5.26015	5.06836	4.25512	7.8011
MAP2K6	1.06783	1.0558	1.40699	1.15065	1.00024	1.19456
MAP2K7	6.33106	8.51418	9.85207	9.3012	11.5428	12.6348
MAP3K1	1.10457	1.044	1.89599	4.39608	3.23118	4.81756
MAP3K10	4.2156	9.06357	6.38744	4.71504	7.69311	6.74441
MAP3K11	13.7961	26.0997	19.9128	13.626	19.8661	17.9092
MAP3K12	9.99435	0	0	0	0	0
MAP3K13	5.07759	6.17828	8.16636	7.60668	8.59443	8.59482
MAP3K14	1.5203	3.84477	4.02659	2.09778	3.92721	2.8983
MAP3K15	0	0	0	0	0	0
MAP3K2	2.34844	2.0037	3.47719	3.37672	4.09579	4.2126
MAP3K3	3.19687	9.6871	10.9584	8.32275	13.3341	11.5221
MAP3K4	6.17118	18.7098	17.7975	52.3933	31.2655	51.4967
MAP3K5	21.2567	35.6002	23.7772	123.125	69.2307	92.9853
MAP3K6	15.157	7.5677	8.04336	4.70825	4.1731	7.6317
MAP3K7	4.4508	3.88705	7.82113	11.938	9.77685	12.0412
MAP3K8	3.18745	8.04083	8.77344	14.7903	15.058	10.3872
MAP3K9	0.113578	0.343032	0.263036	0.222495	1.16766	0.179076
MAP4	30.4275	27.1872	43.7388	53.9236	51.831	64.9732
MAP4K1	1.68109	4.17521	2.03191	2.2392	2.61986	2.74448
MAP4K2	2.74809	4.04164	4.93731	3.28978	5.044	3.88132
MAP4K3	4.09439	7.5789	7.74181	14.0313	18.9152	7.52069
MAP4K4	10.9014	11.1068	12.8972	28.2486	28.9627	28.8717
MAP4K5	3.3004	8.15098	11.3641	13.3967	14.9015	12.0231
MAP6	0.866687	1.61787	2.67688	2.46388	1.9306	3.38187
MAP6D1	0.340311	0.510048	0.544745	0.498837	0.3611	0.500152
MAP7	3.00932	4.09366	12.6154	6.81409	12.3425	6.66995
MAP7D1	23.6356	41.4057	37.8277	55.7236	61.7344	46.9743
MAP7D2	0.0359887	0.363755	0.455131	0.188475	0.328605	0.131407
MAP7D3	2.32936	3.07132	3.37965	3.82148	3.29707	3.07036
MAP9	0.961797	0.582669	1.4497	1.25209	1.21835	1.08922
MAPK1	3.74803	7.00882	12.8065	10.7764	15.4104	16.1679
MAPK10	2.06803	1.86543	2.91165	7.19515	2.51774	4.94463
MAPK11	16.3839	13.002	15.5826	10.9824	10.6609	13.8506
MAPK12	11.3694	14.3652	9.58028	9.09556	34.2581	26.0145
MAPK13	5.31908	17.2407	16.0624	10.6167	13.6172	9.02791
MAPK14	13.1665	15.9838	21.9339	27.9793	29.0333	25.6321
MAPK15	4.53973	1.86769	1.03065	0.648369	0.960677	0.822255
MAPK1IP1L	6.10203	7.7612	11.0287	13.0142	21.326	9.78936
MAPK3	31.1037	69.1043	48.021	40.4107	48.6838	52.0546
MAPK4	0.0232623	0.0611144	0.0489827	0.0713942	0.439274	0.0371934
MAPK6	6.99306	7.66568	10.011	12.596	22.3535	24.8987
MAPK7	0	0	0	0	0	0
MAPK8	2.13551	2.98128	5.87111	4.19086	7.49545	7.08566
MAPK8IP1	5.93002	8.46041	11.3356	26.9385	6.66063	32.2218
MAPK8IP2	3.78631	6.59634	2.0489	1.16166	2.41471	0.670477
MAPK8IP3	20.7779	53.5611	27.9023	21.4628	161.516	25.0366
MAPK9	2.25203	4.14881	4.98268	4.7919	5.45823	5.52862
MAPKAP1	31.4651	25.3895	49.6771	47.3917	67.5894	52.5795
MAPKAPK2	22.5465	39.7576	48.1163	38.1838	46.3201	44.1804
MAPKAPK3	9.51082	8.81244	11.2842	11.1512	10.3072	13.3313
MAPKAPK5	7.37513	7.78376	9.66811	11.4609	9.87433	10.5589
MAPKBP1	3.31231	4.09298	5.33981	6.13747	4.37967	4.10019
MAPRE1	20.7625	28.1717	38.8354	38.8593	40.8484	41.6976
MAPRE2	1.58278	4.78347	5.28284	4.35803	8.37917	4.67966
MAPRE3	6.23989	12.3716	9.19902	9.6515	8.1792	11.388
MAPT	0	0	0	0	0	0
MAPT-AS1	0	0	0	0	0	0
MAPT-IT1	0	0	0	0	0	0
1-Mar	0.516511	1.08835	1.09705	1.21068	1.14278	0.663699
2-Mar	1.01001	2.15391	2.88329	2.51984	4.05319	3.04691
1-Mar	1.18503	1.1216	0.836209	1.63015	1.47372	1.84624
10-Mar	0.160506	1.20182	0.165042	1.0391	0.379472	0.83149
11-Mar	0	0	0	0	0	0
2-Mar	41.9273	23.4118	16.3705	23.2278	116.001	117.958
3-Mar	0.422235	0.540143	0.583944	0.505971	2.02475	0.515088
4-Mar	0.0310348	0.0217455	0.0116231	0.00544538	0.209598	0.010833
5-Mar	3.19423	3.52324	5.8731	7.63555	13.5629	8.24922
6-Mar	4.78366	6.90781	12.7452	8.19394	14.3166	8.69365
7-Mar	19.7078	14.0117	14.8245	16.0662	21.4616	22.5918
8-Mar	0.387615	0.728786	6.0225	4.04553	7.02252	4.83389
9-Mar	3.03289	10.6358	5.79635	6.4828	5.73492	4.78612
MARCKS	44.1509	27.659	33.9477	41.8687	28.5552	38.4475
MARCKSL1	27.0288	66.6534	71.0717	103.228	108.191	61.6841
MARCO	0.451791	0.709889	0.137628	0.18629	0.842316	0.362447
MARK1	0.337798	1.08428	1.15259	1.01145	1.2944	1.62601
MARK2	8.60471	13.1892	8.8891	8.07719	11.7719	7.31526
MARK2P9	0.0146562	0.0171675	0.0138648	0.0259849	0.0477154	0.0432148
MARK3	17.725	28.5047	16.9271	15.8143	17.8161	15.1808
MARK4	5.13553	8.7313	10.2965	10.3007	8.31829	8.85743
MARS	17.3018	36.9519	29.335	28.0106	30.2248	29.04
MARS2	0.338089	0.470011	1.6571	0.901073	1.02551	1.07352
MARVELD1	30.8739	29.9406	28.6326	29.9698	20.0066	25.9151
MARVELD2	0.773075	0.926539	2.49341	1.55666	2.78565	1.43569
MARVELD3	0.4337	1.6834	2.15705	1.51584	2.01129	1.06556
MAS1	0	0	0	0	0	0
MAS1L	0	0	0	0	0	0
MASP1	9.2931	27.1897	30.9409	17.638	13.5953	34.814
MASP2	5.85761	5.93317	5.78939	0	3.46656	0
MAST1	0.244799	0.0847741	0.0156767	0.034274	0.129015	0.0649229
MAST2	14.5692	21.0923	23.2939	33.0414	25.8737	28.7192
MAST3	4.14945	4.57506	2.57173	3.04712	2.65622	3.7244
MAST4	0.421688	0.452779	0.985062	1.18504	1.35058	0.918097
MASTL	0	1.82438	1.9361	2.0618	0	0
MAT1A	0.0329338	0.520827	0.579981	0.217236	0.245647	0.0913043
MAT2A	7.9775	17.0145	2798.06	100.166	38.8529	43.321
MAT2B	7.7189	12.242	24.6047	20.9981	30.0766	25.1404
MATK	4.55326	7.55546	4.5363	5.56818	14.2176	5.43189
MATL2963	1.43849	0	24.1923	0	24.5151	24.1096
MATN1	0	0.0451879	0.378701	0.0433186	0.029909	0.340605
MATN2	4.33672	21.1129	5.83921	9.6217	8.77205	7.03613
MATN3	0.332108	0.569821	0.573466	0.767262	1.2556	0.608616
MATN4	0.126503	0.300839	0.0414304	0.0517649	0.0118816	0.0774781
MATR3	24.1879	22.9401	43.0272	42.3822	65.704	51.8974
MAU2	4.53354	7.7539	12.219	9.20032	14.1463	13.0661
MAVS	10.192	11.9757	17.6138	7.81162	14.3606	9.86871
MAX	16.5294	24.0158	29.6905	30.9825	27.238	41.0579
MAZ	27.2306	53.0675	175.218	138.532	164.735	149.138
MB	0.2404	0.493639	0.31467	0.108627	0.157853	0.310948
MB21D1	0.247017	0.231626	1.98002	0.746196	1.20564	1.204
MB21D2	0.416482	0.496473	0.516065	1.17959	2.11913	0.719633
MBD1	18.18	20.6834	18.7993	13.8637	14.7862	14.859
MBD2	6.78524	24.3755	32.5428	49.6045	36.5737	40.9029
MBD3	45.2033	73.0971	40.9804	43.7275	39.6225	49.2756
MBD3L1	0.0481517	0	0	0	0	0.0900621
MBD3L2	0	0.0408458	0.0678394	0	0	0
MBD3L3	0.0230251	0.0136394	0.0226549	0	0	0
MBD3L4	0.0230251	0.0136394	0.0226549	0	0	0
MBD3L5	0	0.0136394	0.0226549	0	0	0
MBD4	26.6685	21.2563	15.8008	16.384	15.0992	20.1176
MBD5	0.715963	1.06698	1.59208	0.882668	2.10483	1.61298
MBD6	13.5795	15.1264	19.2635	20.4068	24.7982	16.8984
MBIP	6.09737	5.19262	7.74805	6.34314	5.99714	7.44768
MBL1P	2.54283	1.36355	1.79064	1.81392	2.58682	2.19644
MBL2	0	0	0	0	0	0
MBLAC1	1.81682	3.42342	0	1.43372	1.26165	67.0925
MBLAC2	0.43966	0.558791	1.22929	0.499319	0.807556	1.16311
MBNL1	12.7009	9.28784	15.1388	16.3296	16.6115	26.5559
MBNL2	9.44586	8.98209	14.6738	12.4845	15.359	10.2243
MBNL3	0.136223	0.514193	0.429821	0.253971	0.779477	0.382066
MBOAT1	3.92893	4.66043	7.52946	3.42845	8.26865	4.92816
MBOAT2	2.30334	1.73006	1.94581	1.91863	1.30955	3.18634
MBOAT4	0.162293	0	0	0	5.06529	0
MBOAT7	47.6506	37.7433	19.5134	20.4336	16.8389	19.2972
MBP	1.20758	2.10848	3.20246	2.4019	7.05028	3.52495
MBTD1	1.33599	1.50633	3.92444	3.10326	4.59884	4.29231
MBTPS1	38.3211	19.3496	38.2414	50.0761	37.4905	69.751
MBTPS2	2.50624	2.62764	3.48587	4.4385	4.31825	4.46597
MC1R	2.59342	97.6307	101.37	3.24133	103.999	100.824
MC2R	0.0229257	0.0544658	0.0430054	0	0.0123137	0.0222801
MC3R	0	0	0.143855	0.134827	0.0496847	0.108262
MC4R	0.0213104	0.050044	0.0813033	0.0190484	0	0.0254074
MC5R	0.023577	0.221648	0.135306	0.0211342	0.0194426	0.0282143
MCAM	21.9263	24.0602	38.8499	53.1645	67.6038	34.4285
MCART1	1.8985	2.57076	4.5337	0	5.08485	0
MCART2	0.0133925	0	0.115748	0.0120534	0.0332899	0.0483342
MCART3P	0	0	0	0.00836551	0	0
MCART6	2.1726	1.73379	2.09166	1.55893	2.40563	2.32935
MCAT	9.20892	13.9039	12.3739	7.93915	4.95634	11.5632
MCC	12.3462	6.45297	10.441	31.214	29.0282	24.4651
MCCC1	6.30998	15.1736	15.3592	14.856	10.7795	15.4068
MCCC2	5.11449	13.7898	24.3648	12.4456	17.2134	13.2203
MCCD1	0	0	0	0	0	0
MCEE	12.1292	13.2787	16.8572	14.9995	12.8231	14.9375
MCF2	0.0242685	0.0756266	0.0892884	0.0450497	0.0766922	0.0996254
MCF2L	1.57603	1.62995	3.27805	3.43525	3.07962	2.05935
MCF2L-AS1	0.138133	0.437412	0.933977	0.0746715	0.641738	0.206719
MCF2L2	0.116325	0.0907367	0.0720815	0.0758871	0.712416	0.111682
MCFD2	35.0897	21.7245	41.8477	100.971	40.4927	47.5725
MCHR1	0.0118671	0.12498	0.123069	0.0733866	0.057718	0.0627012
MCHR2	0	0	0	0	0.0012253	0
MCL1	41.8876	51.7029	66.5366	120.186	106.479	83.0714
MCM10	0.0970617	0.141679	0.198694	0.0851378	0.11702	0.436611
MCM2	1.33776	3.06946	3.53687	1.92246	3.87373	4.55084
MCM3	7.67422	25.3281	24.8895	9.32654	17.1896	24.4698
MCM3AP	8.29606	44.5329	22.9968	16.8872	21.749	17.9013
MCM3AP-AS1	0	0	0	0	0	0
MCM4	2.53197	3.24985	4.78776	2.68083	5.73803	4.47506
MCM5	5.57746	10.4009	8.83487	7.07757	11.4431	11.6136
MCM6	2.08007	3.82753	6.67701	4.61467	6.37839	8.15906
MCM7	49.4503	0	15.3908	16.7683	22.8839	29.3609
MCM8	0.483525	0.467685	1.38387	0.674028	18.5922	0.95844
MCM9	0.72929	0.859566	1.62886	1.31416	2.9243	2.50003
MCMBP	5.65292	7.19599	12.1441	10.7907	11.3714	11.6338
MCOLN1	22.6629	40.0492	19.1811	30.1472	18.0793	27.3106
MCOLN2	0.502907	0.509674	0.249004	1.61371	0.275692	1.00674
MCOLN3	0.502663	0.730317	0.20207	0.56201	0.7286	0.763558
MCPH1	6.89155	7.44424	10.1635	0	0	0
MCRS1	45.5889	29.5031	30.3073	21.6644	21.2435	30.144
MCTP1	0.309947	0.787193	1.18065	1.01232	1.67237	1.22084
MCTP2	2.49022	3.09711	3.45883	5.3306	3.64429	4.67404
MCTS1	4.43408	22.5238	3.46208	44.8831	19.8209	43.6367
MCU	4.136	7.63529	7.84021	7.32959	8.11773	7.42297
MDC1	0	0	0	0	0	0
MDFI	4.3818	6.69133	2.78044	2.24222	6.84427	2.49158
MDFIC	6.80671	2.70474	4.56509	10.9507	7.51728	8.99483
MDGA1	0.484195	0.994744	0.378647	1.86738	1.44772	0.993416
MDGA2	0	0	0	0	0	0
MDH1	30.9223	58.4823	57.4334	50.4852	42.2002	79.4969
MDH1B	0.247706	0.23226	0	0.109486	0.244281	0
MDH2	93.7841	159.606	144.185	95.1754	132.333	120.227
MDK	546.031	381.358	297.437	229.146	182.791	308.347
MDM1	14.7572	11.5123	13.8916	16.701	6.80814	9.4435
MDM2	5.36446	4.60788	8.51186	16.2106	5.84183	7.51106
MDM4	2.39609	2.52255	4.07198	3.51234	4.02631	4.14211
MDN1	6.63932	7.72062	4.38832	8.94736	9.54311	16.5481
MDP1	415.367	392.242	302.403	383.327	313.087	606.541
MDS2	0	0.323811	0	0	0.039955	0
ME1	1.66216	1.17638	1.2611	1.81795	2.93317	1.85588
ME2	1.67145	3.33707	6.7435	4.11237	7.0138	4.58978
ME3	21.2009	24.062	16.4514	13.4046	14.4515	18.0228
MEA1	71.48	82.8467	53.984	73.5965	57.5563	124.103
MEAF6	12.4	17.0813	27.9448	22.338	24.816	23.8532
MECOM	7.05745	5.94222	19.0895	3.60636	11.2918	4.16427
MECP2	11.7082	15.6705	8.70935	10.7949	12.7808	10.1795
MECR	16.1663	6.39293	6.72082	5.41056	4.69057	6.07312
MED1	2.23967	2.49433	4.33691	5.60877	4.04579	10.193
MED10	21.9868	28.4689	25.9602	32.5864	24.5891	35.082
MED11	15.6577	27.5805	25.2669	23.0264	16.6755	26.3642
MED12	10.4899	7.7444	6.13659	6.57705	11.0237	8.57359
MED12L	0	0	0	0	0	0
MED13	4.24898	2.02603	3.25548	3.12724	5.48173	6.56285
MED13L	6.6029	6.53608	7.84228	5.32634	16.0814	6.48835
MED14	2.29107	3.24804	5.62572	4.58589	6.1165	5.05273
MED15	15.0784	54.1072	24.7635	30.8353	29.747	24.0563
MED16	21.1372	0	0	21.7756	24.7583	0
MED17	2.90378	3.44825	6.2748	5.7405	8.71492	10.0954
MED18	9.14203	7.28411	8.52034	6.28649	6.1277	6.68657
MED19	12.0359	12.9014	11.5116	12.964	0	13.7309
MED20	2.73533	5.20318	9.17163	5.81918	9.82069	8.40597
MED21	3.21865	4.95891	8.69859	8.62291	7.04415	10.4967
MED22	10.983	8.60227	0	0	0	0
MED23	4.92776	6.33804	6.98606	3.09464	8.16805	4.44158
MED24	8.21885	12.9912	13.2776	13.4166	13.9819	12.3409
MED25	21.7301	159.176	17.7455	92.8966	85.8663	21.86
MED26	2.0459	2.11588	2.96251	2.72582	3.82063	3.38862
MED27	18.6299	15.3806	10.4728	10.8704	10.1403	11.7245
MED28	6.1559	11.8549	14.1759	12.5221	15.3353	17.1675
MED29	10.1853	12.0997	16.204	40.3944	12.7165	14.2504
MED30	3.62276	8.50682	7.35384	4.68827	8.41786	10.5514
MED31	5.31625	5.53727	5.92075	5.14522	4.38213	7.16331
MED4	7.7174	15.1704	23.775	22.7351	24.7498	19.6648
MED6	5.17159	8.67054	9.0818	9.47714	7.42065	9.81615
MED7	9.52746	10.6324	8.7653	10.1923	8.27627	11.3911
MED8	17.9695	21.2803	115.191	27.4004	94.0066	111.207
MED9	4.78821	6.10947	7.93286	7.13348	8.8991	8.04233
MEF2A	7.61669	14.6985	10.8009	10.7948	11.5052	13.7731
MEF2B	13.7502	17.5566	14.4443	13.8916	15.3729	15.7909
MEF2BNB	13.7502	17.5566	14.4443	13.8916	15.3729	15.7909
MEF2BNB-MEF2B	13.7502	17.5566	14.4443	13.8916	15.3729	15.7909
MEF2C	2.01247	1.77805	2.5628	2.58806	3.21504	3.36339
MEF2D	13.4528	16.0413	15.7584	16.8441	23.2699	16.219
MEFV	0.0563741	0.127663	0.0100356	0.449358	0.221589	0.170899
MEG3	169.613	150.648	58.9113	75.6802	64.5311	73.4168
MEG8	2.09691	1.13949	1.34362	2.34508	0.989647	0.791686
MEGF10	0.198713	0.225297	0.120238	0.335504	0.106119	0.105585
MEGF11	0.0411943	0.0592702	0.480296	1.53607	0.104493	0.0830491
MEGF6	1.16273	1.64769	2.24267	3.11528	4.02308	3.99369
MEGF8	9.91304	12.3377	5.4436	7.49453	4.63098	9.84977
MEGF9	0.834227	1.80683	2.46054	3.1898	3.74675	1.93039
MEI1	8.30672	5.23657	0.821226	1.96086	0.896467	5.46702
MEIG1	0.496726	0.147977	0.0623465	0.233836	0	0.475571
MEIS1	25.9662	24.4587	47.3346	22.359	21.7197	56.0165
MEIS2	0.618392	1.51215	3.38986	1.2984	2.90514	3.3908
MEIS3	11.4349	19.387	13.5706	13.8536	11.8098	16.601
MEIS3P1	3.85374	2.9617	4.5974	4.2601	4.02398	4.88446
MELK	0.40586	1.72587	1.49553	1.06285	1.77457	1.15193
MEMO1	4.28126	7.89009	11.1512	8.17073	10.0151	10.523
MEN1	10.0103	17.0763	17.128	15.6257	15.3318	14.6483
MEOX1	0.928039	1.1947	2.49152	0.771216	1.9353	1.89536
MEOX2	0.0303784	0.0995451	0.194821	0.0429548	0.11825	0.0214108
MEP1A	0	0.0339082	0	0	0.134567	0.0113099
MEP1B	0	0.0146268	0	0	0.0101394	0
MEPCE	49.5579	23.7305	283.218	34.6041	30.524	46.9349
MEPE	0	0	0	0	0	0
MERTK	6.51691	13.0918	7.56504	6.14491	6.02929	4.79559
MESDC1	3.86773	7.03132	10.5304	17.3798	18.9719	14.0844
MESDC2	36.5055	31.8052	18.4794	64.2309	18.4939	20.8236
MESP1	0.411384	0.516375	0.0790738	0.222328	0.227456	0.165141
MESP2	0.0373945	0.109665	0.0177759	0.0333164	0.0153081	0.0776898
MEST	31.6045	18.7892	27.0871	54.4407	18.1489	20.4015
MESTIT1	0.0693755	0	0	0.0610477	0	0.0278573
MET	4.54732	4.39544	13.745	15.7566	13.7697	7.28567
METAP1	3.63371	7.58692	14.2712	7.45856	10.9164	8.73338
METAP1D	3.37373	3.09366	4.70852	2.06242	1.50782	2.16463
METAP2	16.6471	22.2747	31.7815	44.6616	37.085	31.9691
METRN	218.839	157.724	29.2159	55.4458	14.8981	83.4023
METRNL	31.9995	61.5826	27.1817	96.8409	53.2781	76.3151
METTL1	13.6366	16.6093	0	18.7968	12.1272	18.2219
METTL10	1.7985	3.15114	14.0619	21.1266	11.7853	19.2674
METTL11A	17.0575	49.8735	19.9476	27.4464	29.8966	21.6716
METTL11B	0	0	0	0	0	0
METTL12	507.247	0	0	0	6.15556	0
METTL13	9.28012	8.30874	10.8861	6.47303	8.76393	8.10928
METTL14	2.8932	4.4927	7.53445	5.75881	5.71439	5.89852
METTL15	1.28875	1.68394	2.24546	1.96379	2.42311	2.08602
METTL16	6.88864	5.34818	5.78039	5.66304	5.54559	4.92723
METTL17	30.0879	21.6695	22.7479	15.0425	13.3189	21.0042
METTL18	4.49796	3.56653	5.19553	3.06563	3.30901	3.75362
METTL19	15.5851	20.928	6.97102	24.1225	13.4995	20.1981
METTL20	0.938731	0.91762	1.28336	1.44097	1.25457	1.30705
METTL21A	9.38179	7.70085	9.25544	6.37824	6.33262	6.87462
METTL21B	2.2889	14.2317	0	10.2026	13.3864	24.1569
METTL21C	0.298122	0.667133	0	0.592543	0.397008	0.234289
METTL21CP1	0	0.00162442	0.0235702	0	0	0.0513825
METTL21D	2.67664	1.83515	7.64786	7.26028	7.11153	5.52854
METTL22	7.35961	9.62506	6.06889	8.13685	8.61221	8.68383
METTL23	24.6373	17.828	0	18.1386	0	0
METTL24	0	0.241374	0.815656	0.313047	1.06529	0.945821
METTL2A	2.40812	2.58888	3.29109	3.05626	4.32782	2.9604
METTL2B	3.06513	3.12611	5.11358	38.1506	3.33795	30.3345
METTL3	5.34945	15.3953	22.0086	16.2165	22.9923	26.8811
METTL4	2.02391	1.95382	3.24001	2.82025	2.23015	3.18626
METTL5	19.8368	15.5951	14.6981	14.5265	0	14.4236
METTL6	6.00577	4.04839	4.93114	5.32313	5.10408	6.59761
METTL7A	9.89041	8.59404	15.2301	5.44643	6.15357	7.71476
METTL7B	1.33859	2.16824	0	0	0	0
METTL8	0.845605	0.806784	1.11723	1.09975	1.04279	1.18516
METTL9	19.0858	23.2867	45.3432	36.5005	28.3301	50.6488
MEX3A	0.364978	0.592561	0.603552	2.17021	2.96886	0.928065
MEX3B	0.560924	0.886891	1.75142	5.39836	5.94297	3.64403
MEX3C	1.78006	2.58717	7.75219	5.73925	8.06542	6.76767
